,text,labels
1695,retrieve a data point that is analogous to id 520.,O O O O O O O O O B-id
1696,please display all occurrences that include the words photocopies.,O O O O O O O O B-includetoken
1697,describe id 548 with an understandable explanation,O O B-id O O O O
1698,tell me how this was predicted,O O O O O O
1699,what aspects of the data make you more confident in your predictions?,O O O O O O O O O O O O
1700,i want to know the cases that entail word free toys.,O O O O O O O O O B-includetoken I-includetoken
1701,provide me an explanation of how the model works,O O O O O O O O O
1702,"for the police, what is the distribution of the label?",O B-includetoken I-includetoken O O O O O O O
1703,could you please show me three counterfactual examples for 516?,O O O O O B-number O O O B-id
1704,could you please show me 3 counterfactuals for id 548?,O O O O O B-number O O O B-id
1705,what are the rationale's for the model's prediction of data sample 670 and how could one change the prediction?,O O O O O O O O O O O B-id O O O O O O O
1706,what are some mistakes on the down payment the model typically makes,O O O O O B-includetoken I-includetoken I-includetoken O O O O
1707,"for that problem, could you show me if the model predicts the data correctly for some examples?",O B-includetoken I-includetoken O O O O O O O O O O O O O O
1708,"what are the sentences containing ""that problem""?",O O O O O B-includetoken I-includetoken
1709,main properties of the model?,O O O O O
1710,what are the sentences that have ESL?,O O O O O O B-includetoken
1711,which options do you have?,O O O O O
1712,show me how to flip model's predictions for 168.,O O O O O O O O B-id
1713,what are the most frequent tokens here?,O O O O O O O
1714,i want to see the instance with id 772,O O O O O O O O B-id
1715,what are the labels for texts with the White House,O O O O O O O B-includetoken I-includetoken I-includetoken
1716,show me the predictions for id 548.,O O O O O O B-id
1717,show me the data point with id 147,O O O O O O O B-id
1718,what do we predict for instance with id one hundred and forty-nine?,O O O O O O O O B-id I-id I-id I-id
1719,count the total number of data points,O O O O O O O
1720,"just on instances with the agency, show me the gold labels?",O O O O B-includetoken I-includetoken O O O O O
1721,more info about the data and model,O O O O O O O
1722,what are the statistics of the labels like?,O O O O O O O O
1723,"for town, how many instances in the data are there?",O B-includetoken O O O O O O O O
1724,what can you do?,O O O O
1725,probability data point eight hundred and forty-four is predicted by the model false,O O O B-id I-id I-id I-id O O O O O B-class_names
1726,"when the saying is in the text, show the distribution of the ground truth values",O B-includetoken I-includetoken O O O O O O O O O O O O
1727,explain my model's prediction for data 487 and then follow up with the rationale for the prediction!,O O O O O O B-id O O O O O O O O O O
1728,what is the predicted label for 340?,O O O O O O B-id
1729,probability data point 789 is predicted by the model commissive,O O O B-id O O O O O B-class_names
1730,what is the purpose of this web application?,O O O O O O O O
1731,how do you figure out if data points are neutral,O O O O O O O O O B-class_names
1732,return prediction id 322,O O O B-id
1733,any rational explanation for this prediction?,O O O O O O
1734,i want to see the instance with id 92,O O O O O O O O B-id
1735,please display the class freqs,O O O O O
1736,"for a replacement, what is the distribution of the label?",O B-includetoken I-includetoken O O O O O O O
1737,what is the likelihood that id 685 is predicted as commissive by the model?,O O O O O O B-id O O O B-class_names O O O
1738,can you give me a list of all the examples that contain the word All the quotations?,O O O O O O O O O O O O O O B-includetoken I-includetoken I-includetoken
1739,what is the model's prediction for 114?,O O O O O O B-id
1740,what about examples that look like 208.,O O O O O O B-id
1741,show me the predictions for 387.,O O O O O B-id
1742,what does the model predict for 716?,O O O O O O B-id
1743,furnish a justification for id 820,O O O O O B-id
1744,give me the f 1 on the data,O O O B-metric I-metric O O O
1745,what does the model predict for the instance with id 694?,O O O O O O O O O O B-id
1746,what are some mistakes on examples with the agent that the model makes,O O O O O O O B-includetoken I-includetoken O O O O
1747,what are the top two most important features for the models predictions?,O O O O O O O O O O O O
1748,"show me every example that has word ""the availability"".",O O O O O O O B-includetoken I-includetoken
1749,the nearest postoffice show faulty predictions,B-includetoken I-includetoken I-includetoken O O O
1750,i need an explanation,O O O O
1751,what features most influence the model's predictions,O O O O O O O
1752,what errors does the model typically make on the data?,O O O O O O O O O O
1753,most important feature for id 85,O O O O O B-id
1754,what aspects of the subset featuring my keys are important when making decisions?,O O O O O O B-includetoken I-includetoken O O O O O
1755,show me the 4 most important features for data point 204,O O O B-number O O O O O O B-id
1756,where do we have nine different cockroaches?,O O O O B-includetoken I-includetoken I-includetoken
1757,could you describe the data a bit more?,O O O O O O O O
1758,what's the data,O O O
1759,description of the model please,O O O O O
1760,show me 4 similar examples to 850.,O O B-number O O O B-id
1761,feature importance,O O
1762,what's the likelihood of false?,O O O O B-class_names
1763,please show 4 cfes for sample 704.,O O B-number O O O B-id
1764,what are the statistics of the labels like?,O O O O O O O O
1765,do we have a delicious dessert somewhere in the text?,O O O B-includetoken I-includetoken I-includetoken O O O O
1766,tell me a bit more about the data please.,O O O O O O O O O
1767,how did you decide what to predict for id 208 and what could someone do to change this prediction?,O O O O O O O O O B-id O O O O O O O O O
1768,show me all occurrences that feature the token free toys.,O O O O O O O O B-includetoken I-includetoken
1769,show me a data point that is analogous to id 147.,O O O O O O O O O O B-id
1770,what is the final label for id 704?,O O O O O O O B-id
1771,show me how to flip model's predictions for id 755.,O O O O O O O O O B-id
1772,i would like to see all instances that incorporate the phrase a bank.,O O O O O O O O O O O B-includetoken I-includetoken
1773,what instances are similar to 196?,O O O O O B-id
1774,what are the key tokens in the data?,O O O O O O O O
1775,how can i change the prediction for the data point with an id of 114?,O O O O O O O O O O O O O O B-id
1776,give information of topk contributed words with label 1.,O O O O O O O O B-class_names
1777,interpret id 147 in plain language,O O B-id O O O
1778,what are the features in the data?,O O O O O O O
1779,what is the datset here?,O O O O O
1780,what set of factors do you leverage on Stefan appearances to figure out if the texts are directive,O O O O O O O O B-includetoken O O O O O O O O B-class_names
1781,what are some common mistakes you make when predicting some ketchup?,O O O O O O O O O B-includetoken I-includetoken
1782,"for passengers, what are the ground truth labels",O B-includetoken O O O O O O
1783,what's the specificity score,O O B-metric O
1784,what instances are similar to id 739?,O O O O O O B-id
1785,can you tell me what is being predicted for id eighty-two?,O O O O O O O O O O B-id
1786,explain id 670,O O B-id
1787,what features are the most important?,O O O O O O
1788,could you show me the predictions on all the data?,O O O O O O O O O O
1789,what's the idea?,O O O
1790,offer a plain-english interpretation for id 629,O O O O O O B-id
1791,"3 most important features for ids eight hundred and two, 767, and 325",B-number O O O O O B-id I-id I-id I-id B-id O B-id
1792,interpret id 520 in plain language,O O B-id O O O
1793,what are the major features for instance 980?,O O O O O O O B-id
1794,break down id 168 with a clear explanation,O O O B-id O O O O
1795,what features are the most important?,O O O O O O
1796,more info about the data and model,O O O O O O O
1797,what would it take to change how instance 387 is predicted?,O O O O O O O O B-id O O
1798,"for data point id 605, how would i change the prediction?",O O O O B-id O O O O O O
1799,please show the most important feature for the predictions,O O O O O O O O O
1800,"where does ""a Labrador"" appear?",O O B-includetoken I-includetoken O
1801,most significant feature for instance 229,O O O O O B-id
1802,can you show me the specificity score on the test data?,O O O O O B-metric O O O B-data_type O
