text,labels
primary features of data point 509,15
can you tell me the main features for instance 263?,15
what do we get for id 767?,3
most important feature,17
how can i chat with you?,4
explain id one hundred and forty-nine,15
what aspects of the subset featuring the rooms are important when making decisions?,17
i don't know how to start,4
show prediction of id 340,3
expound on id 664 with an explanation,16
what are the gold label frequencies,18
what are the model's predictions for id 820?,3
what are the main attributes for instance seven hundred and forty-one?,15
show me 1 counterfactual for instance 520.,1
what are the most important features for the model's predictions on all instances that include any cakes?,17
describe your typical mistakes over the dataset,13
can you tell me the main features for instance 263?,15
which functions do you have?,9
what is the predicted label for instance 520?,3
what about counterfactuals for 692.,1
what can you show me?,9
please display the prediction of the instance with id eighty-two,3
what are the classes that the model predicts,12
what are the gold target frequencies,18
data labels?,12
any rational explanation for this prediction?,16
"for id 850, please provide the prediction.",3
what are the instances that have an announcement included?,0
please show 3 cfes for id 85.,1
generate a natural language explanation for id 440,16
what are the top five most important features for the models predictions?,17
can you tell me what is being predicted for id 590?,3
what is this chat?,4
what are some mistakes on the security deposit examples the model typically makes,13
